"Vendor Name","Reference Number","Contract Date","Description of Work","Start Date","End Date","Delivery Date","Contract Value","Comments","Fiscal Year","Quarter"
"Allstream","CP00346","2004-11-03","0472  Information technology consultants","2004-11-03","2005-03-31","","21,390.00","","2004-2005","3rd Quarter"
"dmA Planning and Management Services","2004-21","2004-11-05","0499  Other Professional Services not Elsewhere Specified","2004-11-08","2005-01-31","","10,000.00","","2004-2005","3rd Quarter"
"Priority Personnel Inc.","P0501639","2004-11-08","0813  Temporary Help Services","2004-11-08","2005-03-24","","13,170.00","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00348","2004-11-10","0351  Communications Professional Services not Elsewhere Specified","2004-11-10","2004-12-15","","32,688.75","","2004-2005","3rd Quarter"
"Ramada Plaza Hotel Crystal Palace","125MBM020","2004-11-10","0201  Travel - Public Servants","2004-12-31","2005-02-02","","16,000.00","","2004-2005","3rd Quarter"
"Skyridge Systems Inc","CP00361","2004-11-12","0472  Information technology consultants","2004-11-15","2004-12-31","","23,301.30","","2004-2005","3rd Quarter"
"Action Personnel","05MO-014","2004-11-18","0813  Temporary Help Services","2004-11-18","2005-03-31","","21,827.00","","2004-2005","3rd Quarter"
"KPMG, LLB","ACOA/6107(M)","2004-11-22","0499  Other Professional Services not Elsewhere Specified","2004-11-22","2004-12-04","","23,000.00","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00380","2004-11-23","0321  Printing Services","2005-01-20","2005-01-20","","32,039.00","","2004-2005","3rd Quarter"
"Rick Fullerton","04-254","2004-11-24","0499  Other Professional Services not Elsewhere Specified","2004-11-25","2005-03-31","","30,550.00","","2004-2005","3rd Quarter"
"Deloitte & Touche LLB","ACOA/6106(M)","2004-12-01","0499  Other Professional Services not Elsewhere Specified","2004-12-01","2004-12-31","","19,725.00","","2004-2005","3rd Quarter"
"Allstream","CP00414","2004-12-03","0472  Information technology consultants","2004-12-06","2005-03-31","","41,400.00","","2004-2005","3rd Quarter"
"R. A. Malatest & Associates","3X001-020290/002/MCT","2004-12-06","0401  Accounting and Audit Services","2004-12-06","2005-04-30","","66,982.00","","2004-2005","3rd Quarter"
"Ricoh Canada","CP00435","2004-12-07","0523  Rental of digital communications equipment for integrated voice, data (message/text, computer) and/or video/image communications","2004-12-07","2009-12-31","","15,288.00","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00427","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","11,954.25","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00423","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","11,954.25","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00422","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","19,716.75","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00429","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","29,773.50","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00428","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","30,032.25","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00424","2004-12-09","0351  Communications Professional Services not Elsewhere Specified","2005-01-20","2005-01-20","","30,032.25","","2004-2005","3rd Quarter"
"XWave","CP00454","2004-12-10","0472  Information technology consultants","2005-01-03","2005-03-31","","58,650.00","","2004-2005","3rd Quarter"
"Cabot Consulting Inc.","440-050-0283","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","17,888.25","","2004-2005","3rd Quarter"
"Cabot Consulting Inc.","440-050-0282","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","19,291.25","","2004-2005","3rd Quarter"
"DoO Consulting","450-050-0281","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","23,851.00","","2004-2005","3rd Quarter"
"E.D. Consulting Services","450-050-0285","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","21,045.00","","2004-2005","3rd Quarter"
"General Motors of Canada Limited","P0501792","2004-12-13","1261  Road Motor Vehicles","","","2005-03-31","22,732.05","","2004-2005","3rd Quarter"
"Leanne Martin","440-050-0279","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","17,537.50","","2004-2005","3rd Quarter"
"Pinsent Management Consulting Inc.","410-050-0286","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","19,992.75","","2004-2005","3rd Quarter"
"Pinsent Management Consulting Inc.","410-050-0287","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","19,992.75","","2004-2005","3rd Quarter"
"Theresa Hynes Consulting","450-050-0293","2004-12-13","0401  Accounting and Audit Services","2005-01-04","2005-03-31","","20,694.25","","2004-2005","3rd Quarter"
"Atlantic Metropolis Atlantique and Saint Mary's University","2004-17","2004-12-16","0499  Other Professional Services not Elsewhere Specified","2004-12-22","2005-03-31","","23,230.00","","2004-2005","3rd Quarter"
"Skyridge Systems Inc","CP00431","2004-12-16","0472  Information technology consultants","2005-01-03","2005-03-31","","17,192.50","","2004-2005","3rd Quarter"
"Calhoun Research and Development","CP00468","2004-12-17","0351  Communications Professional Services not Elsewhere Specified","2004-12-17","2005-02-14","","10,960.94","","2004-2005","3rd Quarter"
"Sussex Circle","ACOA/6163(M)","2004-12-17","0499  Other Professional Services not Elsewhere Specified","2004-12-17","2005-02-28","","24,300.00","","2004-2005","3rd Quarter"
"Corporate Communications Ltd.","105AIF-091","2004-12-20","0351  Communications Professional Services not Elsewhere Specified","2005-01-19","2005-01-19","","14,577.40","","2004-2005","3rd Quarter"
"Daimler Chrysler Canada","3X0003-040002","2004-12-20","0682  Road Motor Vehicles - Non-military","","","2005-01-31","19,250.37","","2004-2005","3rd Quarter"
"Daimler Chrysler Canada","3X003-040001","2004-12-20","0682  Road Motor Vehicles - Non-military","","","2005-01-31","23,297.11","","2004-2005","3rd Quarter"
"Honda Canada Inc.","P0501790","2004-12-21","1261  Road Motor Vehicles","","","2005-03-31","32,102.25","","2004-2005","3rd Quarter"
"Honda Canada Inc.","P0501791","2004-12-21","1261  Road Motor Vehicles","","","2005-03-31","32,102.25","","2004-2005","3rd Quarter"
"Hudson Design Group","CP00481","2004-12-22","0351  Communications Professional Services not Elsewhere Specified","2004-12-22","2005-02-15","","23,678.50","","2004-2005","3rd Quarter"
"Bristol Group","CP00351","2004-12-23","0311  Publishing Services","2004-12-23","2005-03-31","","32,751.43","","2004-2005","3rd Quarter"
"Elisabeth Lépine","CP00484","2004-12-30","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2005-01-04","2005-03-31","","23,520.00","","2004-2005","3rd Quarter"
"Maritime Language Center Inc","CP00498","2005-01-05","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2005-01-17","2005-03-11","","11,480.00","","2004-2005","4th Quarter"
"Centre de Deuxieme langue Inc.","400-2006-338","2005-01-06","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2005-01-10","2005-04-15","","17,370.75","","2004-2005","4th Quarter"
"Gardner Pinfold Consulting Economists Ltd.","2005-18","2005-01-06","0499  Other Professional Services not Elsewhere Specified","2005-01-10","2005-03-31","","24,913.00","","2004-2005","4th Quarter"
"ShiftCentral Inc.","CP00508","2005-01-06","0351  Communications Professional Services not Elsewhere Specified","2005-01-10","2005-02-15","","13,800.00","","2004-2005","4th Quarter"
"Adecco Employment Services Ltd","05MLO-004","2005-01-07","0813  Temporary Help Services","2005-01-07","2005-03-31","","12,825.00","","2004-2005","4th Quarter"
"Excel Human Resources","05MLO-002","2005-01-07","0813  Temporary Help Services","2005-01-07","2005-03-31","","11,700.00","","2004-2005","4th Quarter"
"Polar Bear Corporate Education Solutions","CP00512","2005-01-07","0448  Purchase of Training Packages and Courses","2005-01-10","2005-03-31","","10,465.00","","2004-2005","4th Quarter"
"Polar Bear Corporate Education Solutions","CP00516","2005-01-07","0448  Purchase of Training Packages and Courses","2005-01-10","2005-03-31","","12,075.00","","2004-2005","4th Quarter"
"Polar Bear Corporate Education Solutions","CP00510","2005-01-07","0448  Purchase of Training Packages and Courses","2005-01-10","2005-03-31","","16,905.00","","2004-2005","4th Quarter"
"Polar Bear Corporate Education Solutions","CP00511","2005-01-07","0448  Purchase of Training Packages and Courses","2005-01-10","2005-03-31","","17,710.00","","2004-2005","4th Quarter"
"Sobey School of Business","2004-23","2005-01-07","0499  Other Professional Services not Elsewhere Specified","2005-01-10","2005-03-31","","35,475.20","","2004-2005","4th Quarter"
"Collins Management Consulting & Research","2004-24","2005-01-12","0499  Other Professional Services not Elsewhere Specified","2005-01-17","2005-03-31","","29,426.20","","2004-2005","4th Quarter"
"Microage","P0502084","2005-01-12","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","23,355.03","","2004-2005","4th Quarter"
"Hudson Design Group","CP00565","2005-01-17","0351  Communications Professional Services not Elsewhere Specified","2005-01-17","2005-03-31","","12,172.75","","2004-2005","4th Quarter"
"Hudson Design Group","CP00568","2005-01-17","0352  Public Relations Services","2005-01-17","2005-03-31","","23,143.75","","2004-2005","4th Quarter"
"Hudson Design Group","CP00569","2005-01-17","0352  Public Relations Services","2005-01-17","2005-03-31","","39,537.00","","2004-2005","4th Quarter"
"Hudson Design Group","CP00570","2005-01-17","0332  Audio-visual Services","2005-01-17","2005-03-31","","39,784.25","","2004-2005","4th Quarter"
"Corporate Research Associates Inc.","105ENT088","2005-01-18","0341  Communications Research Services","2005-01-18","2005-04-15","","30,377.42","","2004-2005","4th Quarter"
"NKHK  Chartered Accounts","CP00585","2005-01-18","0401  Accounting and Audit Services","2005-01-18","2005-07-29","","11,500.00","","2004-2005","4th Quarter"
"Adventus Rerearch","5ACOA0501","2005-01-24","0499  Other Professional Services not Elsewhere Specified","2005-01-24","2005-03-31","","34,775.00","","2004-2005","4th Quarter"
"Honda Canada Inc.","3X004-0502196","2005-01-25","1261  Road Motor Vehicles","","","2005-03-31","32,085.00","","2004-2005","4th Quarter"
"ShiftCentral Inc.","CP00383","2005-01-25","0341  Communications Research Services","2005-05-05","2005-05-05","","17,250.00","","2004-2005","4th Quarter"
"Neill and Gunter (N.S.) Ltd.","2004-31","2005-01-26","0499  Other Professional Services not Elsewhere Specified","2005-01-28","2005-03-31","","39,410.00","","2004-2005","4th Quarter"
"Fieldworks Unlimited","126COM014","2005-01-27","0351  Communications Professional Services not Elsewhere Specified","2005-01-27","2005-12-31","","66,700.00","","2004-2005","4th Quarter"
"Anthony MacAuley Associates","CP00648","2005-01-28","0499  Other Professional Services not Elsewhere Specified","2005-02-07","2005-03-31","","46,356.50","","2004-2005","4th Quarter"
"CGI Information Systems and Management Consultants Inc.","CP00640","2005-01-28","0472  Information technology consultants","2005-01-30","2005-03-31","","12,075.00","","2004-2005","4th Quarter"
"Corporate Research Associates","6BSC05-002","2005-01-28","0341  Communications Research Services","2005-02-01","2005-03-31","","32,500.00","","2004-2005","4th Quarter"
"Enterprise Restigouche /Entreprise Restigouche","CP02713","2005-01-28","0511  Rental of Office Buildings","2005-02-01","2006-01-31","","14,964.00","","2004-2005","4th Quarter"
"Académie de Formation Linguistique (AFL) Inc.","05OTT-CO03","2005-01-31","0499  Other Professional Services not Elsewhere Specified","2005-02-14","2005-05-27","","23,000.00","","2004-2005","4th Quarter"
"Atlantic Canada World Trade & Market Access International Canada Inc.","2004-25","2005-01-31","0499  Other Professional Services not Elsewhere Specified","2005-02-01","2006-03-31","","71,300.00","","2004-2005","4th Quarter"
"Gardiner Pinfold Consulting Economists Ltd.","Agreement#1CAS05-04","2005-01-31","0401  Accounting and Audit Services","2005-02-04","2005-05-13","","24,992.00","","2004-2005","4th Quarter"
"P4 Bottomline Inc.","Agreement#1CAS-05-03","2005-01-31","0401  Accounting and Audit Services","2005-02-04","2005-04-15","","26,568.00","","2004-2005","4th Quarter"
"Unique Delivery Services","CP00667","2005-01-31","0213  Courier Services","2005-02-01","2006-01-31","","12,650.00","","2004-2005","4th Quarter"
"CGI Information Systems Management Consultants Inc.","CP00681","2005-02-03","0472  Information technology consultants","2005-02-03","2005-05-30","","17,250.00","","2004-2005","4th Quarter"
"BMC Software","P0501819","2005-02-04","0670  Computer equipment - hardware and software","2005-02-26","2006-02-25","","36,283.77","","2004-2005","4th Quarter"
"Compass Communications Inc.","CP00687","2005-02-07","0351  Communications Professional Services not Elsewhere Specified","2005-02-07","2005-05-02","","17,054.50","","2004-2005","4th Quarter"
"Terry Thomas Wendy Thomas","3X001-050008001/MCT","2005-02-07","0499  Other Professional Services not Elsewhere Specified","2005-02-08","2005-06-30","","28,738.50","","2004-2005","4th Quarter"
"Corporate Research Associates","6-05-005","2005-02-08","0499  Other Professional Services not Elsewhere Specified","2005-02-10","2005-03-31","","13,884.18","","2004-2005","4th Quarter"
"Dymaxion Research Limited","P0502322","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","28,623.50","","2004-2005","4th Quarter"
"EagleSpirit Marketing","P0502317","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","24,104.00","","2004-2005","4th Quarter"
"FoxWise Technologies","P0502318","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","24,104.00","","2004-2005","4th Quarter"
"IMP Group Limited","P0502319","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","19,584.50","","2004-2005","4th Quarter"
"Microage Technology","P0502321","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","24,104.00","","2004-2005","4th Quarter"
"NexInnovations","P0502315","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","24,104.00","","2004-2005","4th Quarter"
"Telecom Computer Products","P0502314","2005-02-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","28,623.50","","2004-2005","4th Quarter"
"FoxWise Technologies Inc.","P0502343","2005-02-10","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","28,892.60","","2004-2005","4th Quarter"
"IMP Group Limited","P0502339","2005-02-10","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2005-03-22","26,266.00","","2004-2005","4th Quarter"
